city,severity,isolated_users,received_service,received_service_half,avg_distance,isolated_systems,active_base_stations,avg_snr,connected_UE_BS,active_channels
Middelburg,0,0.05014749262536873,0.8074088306862514,0.7935103244837758,452.29049223128504,2,54,79952.1208776208,5.962962962962963,134
Middelburg,0,0.032448377581120944,0.8030830972141837,0.7905604719764012,454.7439246480276,2,54,80750.65733508137,6.074074074074074,134
Middelburg,0,0.02359882005899705,0.8603385228311399,0.8731563421828908,473.3965114771368,2,54,57989.920860804246,6.12962962962963,134
Middelburg,0,0.02064896755162242,0.8643677857325763,0.8761061946902655,473.7436112113855,2,54,111680.284327903,6.148148148148148,134
Middelburg,0,0.04129793510324484,0.832481830286283,0.8436578171091446,444.8150617365444,2,54,99800.23148283688,6.018518518518518,134
Middelburg,0,0.04129793510324484,0.8137538138635744,0.8082595870206489,448.70173955100705,2,54,95229.29384064816,6.018518518518518,134
Middelburg,0,0.011799410029498525,0.8310250013162706,0.8289085545722714,478.98472572733107,2,54,69801.58904980398,6.203703703703703,134
Middelburg,0,0.032448377581120944,0.8243777708331493,0.8230088495575221,486.2002223086165,2,54,64274.43382635527,6.074074074074074,134
Middelburg,0,0.05014749262536873,0.8074088306862514,0.7935103244837758,452.29049223128504,2,54,79952.1208776208,5.962962962962963,134
Middelburg,0,0.032448377581120944,0.8030830972141837,0.7905604719764012,454.7439246480276,2,54,80750.65733508137,6.074074074074074,134
Middelburg,0,0.035398230088495575,0.8277351826918875,0.831858407079646,460.0611387088598,2,54,87003.24367495708,6.055555555555555,134
Middelburg,0,0.02654867256637168,0.8293225192207359,0.8348082595870207,456.839068212524,2,54,55263.74669585699,6.111111111111111,134
Middelburg,0,0.02654867256637168,0.800936450005752,0.8053097345132744,480.7715464242653,2,54,108834.63231515825,6.111111111111111,134
Middelburg,0,0.02654867256637168,0.814030650988367,0.8289085545722714,476.68747380702655,2,54,105191.4666997566,6.111111111111111,134
Middelburg,0,0.029498525073746312,0.8077638072888007,0.8141592920353983,481.63022367852085,2,54,60143.284466476216,6.092592592592593,134
Middelburg,0,0.02359882005899705,0.8195870200960331,0.8259587020648967,493.0434888047743,2,54,59216.11616255141,6.12962962962963,134
Middelburg,0,0.05014749262536873,0.8074088306862514,0.7935103244837758,452.29049223128504,2,54,79952.1208776208,5.962962962962963,134
Middelburg,0,0.032448377581120944,0.8030830972141837,0.7905604719764012,454.7439246480276,2,54,80750.65733508137,6.074074074074074,134
Middelburg,0,0.02359882005899705,0.8229700326090091,0.8259587020648967,462.18848556634725,2,54,90489.72723297979,6.12962962962963,134
Middelburg,0,0.038348082595870206,0.8379287754280966,0.8613569321533924,455.20605619340796,2,54,93321.51236009914,6.037037037037037,134
Middelburg,0,0.014749262536873156,0.8431163341235971,0.8525073746312685,479.9050131172834,2,54,98550.39828384537,6.185185185185185,134
Middelburg,0,0.008849557522123894,0.8356554015936587,0.8348082595870207,483.09590867202417,2,54,53090.02190917517,6.222222222222222,134
Middelburg,0,0.02359882005899705,0.8490453454145855,0.8466076696165191,462.14463889510444,2,54,177740.2317507193,6.12962962962963,134
Middelburg,0,0.02359882005899705,0.854424139244732,0.8525073746312685,458.7982420776884,2,54,185140.30042320126,6.12962962962963,134
Middelburg,0,0.05014749262536873,0.8074088306862514,0.7935103244837758,452.29049223128504,2,54,79952.1208776208,5.962962962962963,134
Middelburg,0,0.032448377581120944,0.8030830972141837,0.7905604719764012,454.7439246480276,2,54,80750.65733508137,6.074074074074074,134
Middelburg,0,0.02359882005899705,0.8364688707292666,0.8436578171091446,471.74158734605226,2,54,72414.83993288204,6.12962962962963,134
Middelburg,0,0.02359882005899705,0.8268732573197143,0.8436578171091446,465.4945113271534,2,54,68528.2889284749,6.12962962962963,134
Middelburg,0,0.014749262536873156,0.8724371631243089,0.8967551622418879,467.33852897775705,2,54,46815.54616348494,6.185185185185185,134
Middelburg,0,0.02359882005899705,0.8664387831461468,0.8967551622418879,462.58845203858897,2,54,50050.35349100774,6.12962962962963,134
Middelburg,0,0.029498525073746312,0.850489779677779,0.8613569321533924,472.3070682783316,2,54,89243.41996915833,6.092592592592593,134
Middelburg,0,0.017699115044247787,0.8434233092523336,0.8466076696165191,468.8849659446131,2,54,84215.15551479196,6.166666666666667,134
Middelburg,0,0.05014749262536873,0.8074088306862514,0.7935103244837758,452.29049223128504,2,54,79952.1208776208,5.962962962962963,134
Middelburg,0,0.032448377581120944,0.8030830972141837,0.7905604719764012,454.7439246480276,2,54,80750.65733508137,6.074074074074074,134
Middelburg,0,0.04129793510324484,0.8331518113064329,0.8407079646017699,476.4046514477115,2,54,69174.74163342954,6.018518518518518,134
Middelburg,0,0.035398230088495575,0.8376270084062557,0.8495575221238938,476.3601717038709,2,54,70826.5220901693,6.055555555555555,134
Middelburg,0,0.02359882005899705,0.8658216910060208,0.8820058997050148,463.8695501508553,2,54,91561.02702849428,6.12962962962963,134
Middelburg,0,0.029498525073746312,0.8567881308666454,0.8761061946902655,451.33661833261357,2,54,95601.99801824958,6.092592592592593,134
Middelburg,0,0.032448377581120944,0.847496029994236,0.8495575221238938,507.83671565108295,2,54,99531.72414667827,6.074074074074074,134
Middelburg,0,0.05014749262536873,0.8167824345820847,0.8171091445427728,488.18095776444164,2,54,375589.5738265286,5.962962962962963,134
Middelburg,0,0.05014749262536873,0.8074088306862514,0.7935103244837758,452.29049223128504,2,54,79952.1208776208,5.962962962962963,134
Middelburg,0,0.032448377581120944,0.8030830972141837,0.7905604719764012,454.7439246480276,2,54,80750.65733508137,6.074074074074074,134
